VertexName,X,Y
1,0.3031766020924097,0.03181938259668249
2,0.9048836679356144,0.06464677285674136
3,0.055195568726949085,0.5944419356279643
4,0.9955426512294703,0.5917598065669142
5,0.258986900354481,0.4799577899076706
6,0.03878995672135033,0.08949457898824176
7,0.512273041702187,0.9052189686352742
8,0.41999844458157776,0.4669747250251094
9,0.9657563672484268,0.2087821723760913
10,0.5515070947629712,0.4418181426823472
11,0.47197329287690626,0.9231696107325394
12,0.9500395586680439,0.4478056408761415
13,0.4863192931420832,0.718298095846434
14,0.7581992936458277,0.26541421547765376
15,0.3217476798270521,0.45802144430382086
16,0.974551903157732,0.678016968031997
17,0.2319326899171701,0.6298056021098194
18,0.8565872630290248,0.4746181130115601
19,0.21009743476165033,0.6280176511904604
20,0.507819018415669,0.8582451597427396
21,0.221530783454022,0.6426700936123037
22,0.2538607293963515,0.1452172499208919
23,0.5873804772144009,0.7603722369070206
24,0.4676232567326689,0.7199056921949486
25,0.34129885517863623,0.8662343037382482
26,0.5315617492442739,0.0799771220201716
27,0.48236718548616697,0.03239231678942167
28,0.5495965490770612,0.6656972691112931
29,0.6694398280257394,0.7382853829439021
30,0.5157636050621291,0.9007249215540638
31,0.09637463986210093,0.6722256731641454
32,0.18901748715444244,0.5003439948730708
33,0.6099940896330259,0.8267201628376009
34,0.29100651074178174,0.5130710591132036
35,0.49643730324544233,0.7915357350592197
36,0.628291264373587,0.4698825444930189
37,0.38527506113872334,0.31299663907146713
38,0.29003332761162104,0.05712535481910541
39,0.034826623281255076,0.2993045963282325
40,0.2536316900173684,0.9922850197904055
41,0.7682597334478531,0.18675033828220278
42,0.1727388472785346,0.9749222537077272
43,0.10545766240625742,0.35995043701509455
44,0.5219447305809202,0.983434332691795
45,0.5989833035300803,0.4592872961437763
46,0.5072492282524329,0.6800334115528024
47,0.7397983489031879,0.9531309460013534
48,0.31732068447560446,0.4438491531399079
49,0.9165908862486007,0.9386220780260738
50,0.3463117001479412,0.05004016248190901
51,0.8402045902272482,0.43397111868059135
52,0.6572218085689048,0.06175396468632999
53,0.8734080679188815,0.4132126359857343
54,0.5607327003703437,0.7827778586615487
55,0.012510585448809008,0.5442671885858301
56,0.669406294824298,0.944419655027398
57,0.37921713323539996,0.6246811764837403
58,0.27544094597555335,0.7454656115722144
59,0.7845501572338321,0.10227026609525691
60,0.5937468664011285,0.6206183727502054
61,0.6620385006430778,0.6601510010157154
62,0.5991177652033006,0.8803912753249405
63,0.09055773204449069,0.15599601307301403
64,0.8547276090430828,0.44676382485018484
65,0.3800786852719392,0.09751604381004964
66,0.16805032125026464,0.24524331990286097
67,0.3536789187829277,0.16042140173314023
68,0.21041659854722183,0.3236236837360744
69,0.7752074793577203,0.6962005004306452
70,0.4516026770628835,0.7074808926778344
71,0.18891428916031017,0.2788551677286787
72,0.9484341823452929,0.87242299142516
73,0.882875790321092,0.2093945684950873
74,0.9881481409953834,0.4584172693546802
75,0.6512869173048098,0.20528418606312127
76,0.2003748035319468,0.41852066420751
77,0.3968424312342116,0.3612692984761726
78,0.6366137594633655,0.4846456280214606
79,0.5225821081149427,0.4366761012206374
80,0.1470874322323994,0.5941298549427355
81,0.5210557127661111,0.12146613302177134
82,0.7401710835835872,0.8421693059643863
83,0.11246110009551358,0.9269810313685585
84,0.42388590885661925,0.827693102459163
85,0.848089575540965,0.4009619569462006
86,0.3768553859495657,0.31549938250650333
87,0.9028804690544232,0.14478303582398933
88,0.6268518110691425,0.6063968151347093
89,0.7379765985813658,0.4691143424650891
90,0.17329194994513863,0.7885283689540971
91,0.7900118663564999,0.03150522279130219
92,0.2310179490235591,0.13158847036275045
93,0.5535737376021926,0.355910884123777
94,0.540796332970274,0.7082559780765111
95,0.49558915839699236,0.9133404243223946
96,0.36711306768353,0.5529747089612276
97,0.39638001531965694,0.14637342684904064
98,0.23987708579191114,0.4263716796799194
99,0.37702924387868175,0.6428390840786614
100,0.38878727666664714,0.9773343887154136

From,To,Capacity,Flow
1,22,37,0
27,1,11,0
1,38,43,0
50,1,2,0
1,65,12,0
1,67,36,0
92,1,3,0
1,97,30,0
9,2,17,0
41,2,38,0
2,59,48,0
2,73,27,0
2,87,43,0
2,91,7,0
17,3,38,0
19,3,33,0
3,21,23,0
3,31,43,0
32,3,2,0
55,3,7,0
80,3,50,0
4,12,41,0
4,16,22,0
18,4,17,0
74,4,50,0
5,8,36,0
5,15,50,0
17,5,48,0
5,19,6,0
5,21,19,0
5,32,22,0
5,34,44,0
43,5,2,0
48,5,17,0
57,5,42,0
68,5,12,0
76,5,35,0
5,77,21,0
5,80,46,0
96,5,16,0
5,98,39,0
63,6,29,0
6,92,44,0
11,7,10,0
7,13,20,0
20,7,50,0
7,23,35,0
7,24,33,0
25,7,20,0
7,30,28,0
33,7,8,0
7,35,17,0
44,7,38,0
7,54,7,0
7,56,6,0
7,62,44,0
7,84,26,0
94,7,9,0
95,7,8,0
100,7,14,0
10,8,47,0
8,15,3,0
34,8,14,0
8,37,8,0
8,45,13,0
48,8,30,0
57,8,14,0
77,8,5,0
79,8,35,0
86,8,38,0
8,93,2,0
96,8,34,0
8,98,21,0
8,99,43,0
41,9,39,0
73,9,3,0
9,87,23,0
36,10,19,0
10,45,44,0
10,60,34,0
77,10,24,0
78,10,39,0
10,79,47,0
10,88,37,0
10,89,30,0
93,10,26,0
11,20,47,0
11,23,50,0
25,11,29,0
30,11,4,0
33,11,37,0
11,35,48,0
44,11,27,0
11,54,47,0
11,56,40,0
62,11,24,0
84,11,3,0
11,95,36,0
11,100,20,0
18,12,40,0
12,51,21,0
53,12,4,0
64,12,50,0
74,12,17,0
85,12,50,0
20,13,14,0
13,23,15,0
24,13,20,0
28,13,40,0
13,29,36,0
30,13,34,0
13,33,23,0
35,13,25,0
13,46,25,0
54,13,35,0
57,13,13,0
13,60,28,0
13,61,26,0
13,62,41,0
13,70,28,0
84,13,24,0
13,88,26,0
13,94,44,0
13,95,40,0
99,13,1,0
14,41,27,0
51,14,45,0
14,53,45,0
59,14,29,0
14,73,9,0
75,14,19,0
85,14,27,0
14,87,11,0
15,17,28,0
15,32,10,0
15,34,45,0
37,15,15,0
15,48,2,0
15,57,17,0
68,15,2,0
76,15,34,0
15,77,15,0
86,15,45,0
15,96,22,0
98,15,20,0
99,15,30,0
72,16,43,0
17,19,36,0
17,21,3,0
17,31,28,0
32,17,43,0
34,17,4,0
17,57,26,0
58,17,15,0
80,17,4,0
17,90,27,0
17,96,23,0
17,99,24,0
51,18,38,0
18,53,26,0
64,18,49,0
74,18,12,0
18,85,16,0
89,18,48,0
21,19,16,0
19,31,7,0
19,32,26,0
34,19,36,0
57,19,5,0
19,58,50,0
19,80,20,0
19,90,15,0
19,96,39,0
19,99,34,0
23,20,28,0
24,20,34,0
25,20,35,0
28,20,2,0
30,20,24,0
20,33,32,0
20,35,35,0
20,44,35,0
46,20,21,0
54,20,15,0
56,20,23,0
20,62,34,0
20,70,45,0
20,84,19,0
20,94,14,0
95,20,20,0
100,20,4,0
31,21,25,0
21,32,26,0
21,34,41,0
21,57,17,0
58,21,17,0
21,80,12,0
90,21,50,0
21,96,36,0
21,99,39,0
38,22,10,0
22,50,30,0
63,22,32,0
22,65,33,0
66,22,21,0
22,67,33,0
22,68,25,0
71,22,37,0
22,92,50,0
22,97,37,0
24,23,12,0
28,23,1,0
29,23,22,0
23,30,11,0
23,33,13,0
35,23,23,0
46,23,9,0
23,54,43,0
60,23,40,0
61,23,41,0
62,23,38,0
23,69,39,0
70,23,20,0
23,82,24,0
84,23,37,0
88,23,39,0
23,94,30,0
95,23,14,0
25,24,34,0
24,28,34,0
30,24,1,0
24,33,19,0
24,35,34,0
24,46,6,0
54,24,8,0
24,57,49,0
58,24,19,0
60,24,23,0
24,70,4,0
84,24,17,0
24,88,3,0
94,24,10,0
24,95,10,0
24,96,47,0
24,99,18,0
25,30,4,0
25,35,17,0
40,25,45,0
58,25,5,0
25,70,33,0
84,25,16,0
25,90,5,0
95,25,1,0
100,25,30,0
26,27,20,0
50,26,1,0
52,26,19,0
26,65,34,0
26,67,25,0
26,75,37,0
81,26,44,0
26,97,28,0
27,38,35,0
27,50,26,0
27,52,38,0
27,65,21,0
67,27,46,0
81,27,1,0
27,97,32,0
29,28,17,0
33,28,15,0
35,28,12,0
46,28,28,0
28,54,27,0
28,57,2,0
28,60,27,0
28,61,7,0
28,70,11,0
28,88,33,0
28,94,23,0
99,28,16,0
29,33,38,0
29,35,37,0
29,46,12,0
54,29,21,0
29,60,45,0
29,61,19,0
29,62,35,0
29,69,44,0
29,82,20,0
29,88,36,0
29,94,21,0
33,30,3,0
35,30,2,0
44,30,31,0
54,30,3,0
56,30,6,0
30,62,17,0
84,30,47,0
30,94,36,0
30,95,15,0
30,100,15,0
31,32,13,0
31,55,22,0
58,31,44,0
31,80,27,0
90,31,29,0
34,32,50,0
43,32,18,0
32,48,29,0
32,55,3,0
68,32,33,0
32,76,38,0
32,80,9,0
96,32,49,0
98,32,46,0
33,35,38,0
33,44,8,0
33,46,25,0
33,47,5,0
33,54,32,0
56,33,8,0
61,33,30,0
62,33,7,0
33,70,26,0
82,33,19,0
33,84,48,0
33,94,2,0
95,33,21,0
34,48,31,0
34,57,11,0
76,34,31,0
34,77,38,0
80,34,5,0
96,34,16,0
34,98,34,0
34,99,1,0
35,44,2,0
46,35,20,0
54,35,25,0
60,35,49,0
35,62,32,0
35,70,4,0
35,84,41,0
35,94,38,0
35,95,6,0
35,99,1,0
45,36,38,0
60,36,5,0
36,61,36,0
78,36,29,0
36,79,14,0
36,88,20,0
36,89,32,0
36,93,8,0
48,37,27,0
37,67,43,0
68,37,44,0
71,37,2,0
77,37,5,0
37,79,2,0
37,86,20,0
37,93,50,0
97,37,4,0
98,37,20,0
50,38,19,0
65,38,38,0
67,38,22,0
38,92,36,0
38,97,6,0
43,39,26,0
63,39,8,0
66,39,32,0
68,39,2,0
39,71,17,0
40,42,45,0
83,40,26,0
40,100,24,0
52,41,14,0
59,41,32,0
41,73,2,0
41,75,3,0
87,41,13,0
91,41,24,0
83,42,6,0
42,90,42,0
66,43,49,0
43,68,18,0
71,43,20,0
76,43,14,0
98,43,41,0
56,44,17,0
62,44,44,0
84,44,11,0
95,44,47,0
100,44,28,0
45,60,27,0
45,78,27,0
45,79,4,0
88,45,16,0
45,89,44,0
93,45,44,0
46,54,3,0
57,46,2,0
60,46,33,0
46,61,17,0
70,46,6,0
84,46,29,0
88,46,4,0
46,94,49,0
96,46,25,0
46,99,20,0
47,49,13,0
56,47,15,0
62,47,13,0
47,82,47,0
48,57,46,0
48,68,5,0
76,48,11,0
77,48,3,0
86,48,33,0
48,96,50,0
98,48,34,0
49,72,41,0
50,65,20,0
67,50,11,0
50,81,15,0
50,92,9,0
50,97,9,0
53,51,8,0
64,51,26,0
51,74,8,0
85,51,39,0
51,89,18,0
52,59,4,0
75,52,47,0
52,81,6,0
91,52,3,0
64,53,36,0
53,74,11,0
53,85,10,0
89,53,5,0
56,54,32,0
60,54,8,0
61,54,47,0
54,62,41,0
54,70,46,0
82,54,27,0
84,54,37,0
54,88,31,0
94,54,36,0
54,95,8,0
80,55,40,0
62,56,8,0
82,56,23,0
95,56,17,0
57,58,8,0
70,57,36,0
57,94,34,0
96,57,8,0
99,57,29,0
70,58,10,0
58,80,45,0
84,58,5,0
58,90,29,0
58,99,2,0
73,59,22,0
59,75,31,0
87,59,40,0
